Code,Optimal-Steps,Tree-size,Steps,Time
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,105811300
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,141407400
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,910119000
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,28235200
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,77605700
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,3256734400
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,10178929200
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,4033291300
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,223934100
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,51171100
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,1106642600
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,274247300
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,741939200
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,10953199400
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,64959900
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,201616900
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,1788208400
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,182293700
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,1268442000
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,1052630400
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,8781100
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,49603700
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,34236600
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,76855100
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,5615519700
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,1177713100
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,179947100
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,1692431200
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,654317200
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,273,1829191400
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,1499654700
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,2251187200
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,133787500
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,136992100
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,144068800
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,168481100
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,357349000
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,282174900
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,43033200
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,4478456400
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,250926500
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,2903357800
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,379455900
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,358,2259679200
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,2759531400
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,817689400
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,1561390400
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,1025230400
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,156385400
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,300,1622134100
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,1533238000
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,488475200
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,148,884486000
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,368575500
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,94,618785800
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,15951700
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,74,482987900
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,123720100
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,148128000
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,250207000
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,740613500
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,11222806700
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,9956468200
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,444,3235524800
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,454941000
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,2824914200
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,187518200
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,606598000
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,1824004400
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,103,487686300
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,1990089800
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,2013410500
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,242,1393033600
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,81,432764200
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,962421500
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,18631700
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,2515574000
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,196,905118200
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,325,1562083700
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,27617100
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,79978300
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,577087800
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,46478100
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,151893400
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,105313400
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,8616326600
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,541,3896875000
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,666382600
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,2379048200
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,1020887900
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,42027900
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,843353300
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,3065852100
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,3438173600
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,6230240600
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,,514002300
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,811653500
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,72493300
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,2706720300
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,458224400
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,639022400
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,78537300
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,1092422000
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,241,1523115900
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,1122113600
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,56345100
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,79263100
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,,36092400
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,186652200
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,81,538138700
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,350861800
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,164,874044700
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,,841605100
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,,684239100
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,286202100
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,,347673700
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,,396641500
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,,199773100
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,114,361516700
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,78,260590600
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,,128361800
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,32712366800
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,,215523200
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,213,1450295700
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,165,857509200
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,,3775664300
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,,14868600
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,152,1008976300
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,,4874905400
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,119,901920100
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,1019783000
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,,585793400
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,,149530000
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,367,3045532400
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,,8381421200
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,246051200
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,,829449300
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,668615200
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,,127949100
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,,1543001800
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,455717700
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,,3375946200
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,1095508100
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,,112051300
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,,372252800
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,1040427000
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,72,245898300
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,,1424664600
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,,1515345500
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,,11919700
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,,1351023800
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,,63330700
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,,40867700
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,,552504000
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,,126138100
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,574110500
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,51,253746400
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,,325545000
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,,60494000
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,,446062600
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,83,428980200
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,,25669800
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,,370361100
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,,423416700
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,,63183600
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,,411148900
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,,117875400
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,36,106228400
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,,10342043600
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,,84660100
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,901,6893705000
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,,152634300
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,,3476752100
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,,288520000
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,,641070200
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,,3998141300
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,,5075126400
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,,177371800
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,,1385882000
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,,9174044600
BBooLoGICCLMGIAALMHJKoDDHJKEENFFFooN,23,8564,,7452030800
BBBoJLooIoJLAAIoKMCCDDKMGHoEEoGHoFFo,23,8179,,1550204400
ooJBBBooJKCCAAJKLoHIDDLMHIEEEMFFGGoo,23,7726,191,1604984900
IJBBCCIJDDoNooKAANEEKMoNooLMFFGGLHHo,23,7338,,705972400
ooBBJoFoCCJKFAAIJKGoHIDDGoHIoLEEEooL,23,6858,255,1650318000
EBBIJKEoHIJKAAHoooFGCCDDFGoooLoGoooL,23,6342,,452518800
oHoBBBGHCCoKGHAAoKGDDJoKooIJEEooIFFF,23,6032,,154724100
oHoBBooHCCKoAAIoKMGoIJLMGDDJLMGEEFFF,23,5754,,102484500
BBCCoJDDoooJAAoooKGEEEoKGoHIFFGoHIoo,23,5507,,366371200
ooBBBoCCDDKoHAAJKoHEEJKoooIFFoGGIooo,23,5194,,501950500
BBooJoGCCCJoGAAoJKHoIDDKHoIEELFFFooL,23,4895,387,2168331300
ooJBBBCCJKDDHAAKooHIEEELoIFFoLGGoooL,23,4671,,2260073300
BBBCCooooIooAAHIooGoHIDDGEEoJoFFFoJo,23,4522,,159674000
ooGHBBooGHCCAAGooIoDDDoIoEEooIoFFFoo,23,4318,,629240300
GBBBoLGoHCCLAAHIooooHIDDoEEJKoFFFJKo,23,4147,84,446603900
EBBHJoEoFHJoAAFIKoCCGIKLooGooLDDDooL,23,3915,,3770333500
oFBBIKoFGHIKAAGHJLCCGHJLEooooLEooDDo,23,3710,,679244100
EFBBBJEFoooJEAAHIKCCGHIKooGDDDoooooo,23,3567,,23398200
GBBCCCGoHIDDAAHIJKoooIJKoEEEJKooFFoo,23,3387,,1194478700
GoooIoGBBoIoAAHooJCCHooJDDDEEJFFFooo,23,3243,,1838023200
GoHBBBGoHIooGAAIoooooICCDDEEoJFFFooJ,23,3057,,46592600
GBBCCoGooIDDAAHIooooHJEEFFFJoKoooooK,23,2931,,112876200
BBIooLFGIoKLFGAAKLFHoJCCoHoJooDDEEEo,23,2832,,1012727300
GIoBBBGIoooLHIAAKLHCCJKLHooJDDEEFFoo,23,2721,159,691562200
BBoooKCCCooKoHIAAKoHIJDDoEEJoooFFGGG,23,2608,,569505500
FBBIKoFoHIKoAAHJooCCHJoLGooooLGDDEEL,23,2456,,2139526600
HBBBCCHJDDDLoJAAoLEEoKoLIooKFFIGGGoo,23,2337,105,481224000
GoHIBBGoHICCGoAAJKooooJKDDDEEKFFoooo,23,2217,,488194400
FoGIooFoGIBBAAHooKCCHoJKDDDoJLEEEooL,23,2109,,130395200
ooHBBBCCHIKLoAAIKLDDEEKLGooJooGFFJoo,23,1996,,504649600
BBHCCoDDHoJoGAAoJoGEEIKLoooIKLFFFIKL,23,1906,,1266984100
BBJCCoooJoDDAAJoKLoIEEKLoIFFFLGGHHoo,23,1823,,292021300
BBBooLFHJooLFHJAALCCCoKoGIooKoGIDDEE,23,1741,158,810371600
oIBBBMoICCCMoAAKLNDDJKLNHoJEEEHoFFGG,23,1652,67,330092600
BBCCLooDDDLoAAJKooEEJKFFIGGKoMIHHHoM,23,1542,,124166600
BBCCJKDDDoJKAAHoJLoGHEELoGoIoooGoIFF,23,1464,,279725800
BBBGIKoCCGIKAAFooLooFDDLooFHJLEEEHJo,23,1391,88,368238700
HBBKCCHIoKoLHIAAoLDDDooLooJEEEFFJGGG,23,1310,,129143100
oBBBCCDDEELMAAoKLMFFFKLNJoGGGNJoHHII,23,1224,74,360237900
DBBGIoDoEGIJAAEHIJooFHoKooFHoKooFCCK,23,1154,,50341400
HJBBCCHJDDMNHAAoMNEEKFFNIoKLooIGGLoo,23,1071,,32313400
BBCCoLHooKoLHAAKoMHDDEEMIoJoFFIoJGGG,23,987,,23245200
BBBJKLooIJKLAAIooMHCCDDMHooEEEHFFoGG,23,918,,588096000
FoGHooFoGHBBFoAAIJooooIJCCDDDKEEoooK,23,845,,323460100
HBBCCNHDDooNHJKAANIJKMooIJLMEEFFLGGo,23,776,,147151800
BBCCCKDDDoJKAAIoJLEEIFFLHGGooLHooooo,23,721,78,291506900
BBCCCKGHooJKGHAAJLGoIoJLooIDDDEEFFoo,23,668,,125921200
BBBHJKoooHJKAAGIJLCCGIoLFDDIoLFEEEoo,23,608,,217301000
oHoBBoGHooLoGIAALooICCLooIJKDDEEJKFF,23,553,,39229800
IBBBCCIKDDoMJKAAoMJEEFFMJooLGGHHoLoo,23,477,,39449600
HBBBCCHJoooLHJAAoLIJDDoLIooKEEFFoKGG,23,411,56,194600500
GooIBBGCCIoJooHAAJooHDDDEEEFFKoooooK,23,334,,77709900
BBBoHJooGoHJAAGooKEFGCCKEFooIKDDDoIo,23,216,,225623200
oGHBBBoGHCCLAAHoJLFoDDJMFooIKMEEEIKM,23,106,40,124807700
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGooKo,22,47441,,1380160800
oBBCCoooIDDKAAIooKooIEELHFFJoLHooJGG,22,31407,,2226085800
BBooKoHCCCKoHoJAALDDJooLoIEEELoIFFGG,22,26106,,400360600
BBooKooHooKMoHAALMCCIJLoGoIJDDGEEJFF,22,21756,77,602461000
oHooBBoHCCoKoHAAoKDDIJoKGoIJEEGFFFoo,22,18823,,1826124100
FBBBIJFCCCIJAAGHIKooGHoKoooHDDooEEoo,22,17084,640,5500665100
ooHBBBCCHoIKGAAoIKGDDoJoEEooJoFFFooo,22,15264,2084,12663041200
oooIooGooIBBGAAoJKoCCCJKDDHoJoEEHFFo,22,13899,,395906700
BBCCoJDDHooJooHAAKGoHooKGooIEEGFFIoo,22,12601,,4117491000
HoBBooHoCCCKAAoIJKDDDIJLEEFFJLGGoooo,22,11725,,9173101300
DBBBIJDoFHIJAAFHoooEGHCCoEGooKoooooK,22,11083,,337678400
ooHBBBCCHJooFAAJooFGIDDKoGIooKoGEEoK,22,10446,,976519000
BBooLoGICCLoGIAALoHJKDDMHJKEEMFFFooM,22,9896,,1812034600
GBBooKGCCoJKAAHoJKooHDDDooHIEEoFFIoo,22,9384,98,897748900
BBoIJooooIJoAAooKoGCCoKoGoHDDDEEHFFo,22,8783,,3584636200
ooooooooFGIJAAFGIJBBFHIJECCHooEDDooo,22,8230,,1761648400
BBIooLCCIoKLoHAAKLGHDDooGEEJFFoooJoo,22,7854,385,2001907600
ooGBBJooGCCJAAGoIoFDDHIoFooHooFooHEE,22,7501,,1528622800
FGooooFGooIJFGAAIJBBHoIoooHCCKoDDEEK,22,7057,,1147644100
BBBooJCCCDDJAAHooKGoHoIKGEEoIoooooFF,22,6736,,8941087300
ooIBBBCCIooKHoIAAKHDDJoKoooJEEFFGGGo,22,6498,,10385600
BBGoIoEFGoIoEFAAIoEooHoooooHCCDDDHoo,22,6183,,78062900
oFGBBKoFGHJKAAGHJLECCCoLEooIoooooIDD,22,5908,,252448600
BBCCCLHIoDDLHIAAKMEEFFKMooJoGGooJooo,22,5635,174,982316100
EBBBoJEoGIoJAAGIooCCHIoooFHooooFDDDo,22,5410,,328854700
ooIoooGHIooKGHIAAKBBBJoKoCCJDDoEEFFo,22,5193,,547599300
BBCCJKDDDIJKGAAIoLGooooLGoHEEEFFHooo,22,5024,89,651302600
ooGBBBCCGoooAAGoooFDDHoIFooHoIEEoHoI,22,4812,,4224303600
HBBBCCHoDDKLHoAAKLooIEELFFIJooGGGJoo,22,4598,,119296700
HBBCCoHDDDLoIJAALMIJEELMoooKFFGGGKoo,22,4452,,300222300
oHBBCCoHDDoKAAIooKGoIEELGFFJoLoooJoL,22,4303,,41842400
HBBCCoHDDJEEHAAJoKooIFFKooIooLGGIooL,22,4106,,41660900
BBBoJKCCCoJKAAHooLFGHooLFGIoDDooIoEE,22,3946,,2708965500
BBBJKoCCCJKLAAIoKLDDIEELHFFoooHGGooo,22,3779,,1864621800
HBBCCCHoIoDDAAIooKoEEFFKGGGJoooooJoo,22,3635,,453625900
HBBBCCHooKDDIAAKLMIoEELMFFJooNooJGGN,22,3477,,80443800
HoIJBBHoIJKoHAAoKLCCoooLDDEEELFFFGGo,22,3338,,1723373700
IBBKCCIDDKLMAAooLMEEFFLoooJGGoooJHHH,22,3229,84,712962800
EoGoooEFGBBJEFAAHJooooHoCCCoIoDDDoIo,22,3129,,1034002500
oJBBLooJKoLMAAKooMCCDDDMIEEFFFIoGGHH,22,3032,125,622244700
FooIBBFooIJKGAAIJKGoCCJKGoHDDoooHEEE,22,2954,63,444494200
BBLCCNKoLDDNKAAMooEEoMFFGGHHHoIIJJoo,22,2856,118,657433500
BBBCCLDDDJKLAAoJKMIEEFFMIoGGooIHHHoo,22,2756,,344178200
BBCCCJFGoooJFGAAIKDDHoIKooHEEEoooooo,22,2660,79,409259900
BBCCKLEGooKLEGAAKMooIJoMFHIJooFHIJDD,22,2559,,798709400
oJoBBooJCCLoHJAALoHDDKLoIooKEEIFFGGo,22,2466,,1024946200
BBBJoLGooJKLGoAAKMHCCoKMHoIDDMEEIFFo,22,2367,,266868400
GBBCCCGoIDDKAAIoJKoHEEJLoHFFJLoooooL,22,2258,,122649200
oBBoLMCCDDLMHIAALMHIoKoooIJKEEFFJGGo,22,2165,,805233500
HoIBBoHoIJKoHAAJKoCCoJDDEEEFFLGGoooL,22,2079,,144779300
GooJBBGoIJooHoIAALHCCoKLHDDDKMEEEFFM,22,1990,,610686800
GooBBBGoCCCJAAoHIJDDDHIKEEFFIKoooooo,22,1910,,1628869700
ooHJBBooHJKLoAAoKLCCDDKMFGIooMFGIoEE,22,1856,,1169306600
HBBBCCHIDDoLHIJAALooJEELooJKFFGGGKoo,22,1797,,242945700
