Code,Optimal-Steps,Tree-size,Steps,Time
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,2191119700
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,2449998700
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,1414158000
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,104587300
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,48016200
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,159895300
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,864511000
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,356437300
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,231825700
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,28013400
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,4010115800
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,457763800
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,2582765600
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,524435300
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,3573541100
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,184548000
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,2015189700
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,345892500
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,683295400
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,61290600
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,843291100
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,219,691460300
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,383157900
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,,32826000
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,55129700
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,,89861900
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,50042600
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,31108900
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,44017600
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,17520300
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,115036600
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,600865800
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,3992648500
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,3268547500
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,,2392363100
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,180039300
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,2680744300
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,534169700
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,182798300
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,137695300
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,,1357087400
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,1077985400
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,513,1486486600
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,167636900
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,,41666900
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,640847900
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,9886400
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,572039500
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,376,1053220300
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,47481800
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,106398800
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,444008100
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,285797700
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,112913900
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,64299500
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,155817100
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,1787809900
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,6858818100
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,6070805000
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,523929300
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,1187236300
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,124904200
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,145193000
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,3622730100
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,3089731300
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,6940172300
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,,113299900
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,1678177200
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,61589700
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,975135600
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,171987500
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,107487700
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,89066500
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,626499400
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,,2429711800
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,912678900
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,65707100
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,61338600
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,,167068600
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,93713300
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,,59097000
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,291318100
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,,1058129800
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,,198017000
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,,258362500
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,117901100
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,,115640700
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,,231285600
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,,44641000
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,,29925800
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,,42149100
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,,16765000
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,12902536900
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,,160509600
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,,35425800
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,,775387900
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,,107517000
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,,50137300
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,415,1587128700
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,,2451396500
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,437,1628661300
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,587134500
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,113,464082700
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,,1925116100
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,675,2703647600
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,,4959749700
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,1820750200
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,,779682000
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,142006200
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,,67478200
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,,2818029000
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,349690200
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,,837349500
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,967806800
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,,42682500
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,,1733839900
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,614040000
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,,53965500
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,,472332200
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,,757050200
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,,8863000
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,,767146500
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,,13643900
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,,352889100
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,,298901800
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,,40034400
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,744143500
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,,418010800
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,,237711500
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,288,952213700
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,,326667800
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,,261967900
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,,18473700
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,,47189100
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,,363120400
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,,60947800
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,,317657300
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,,16421300
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,,26479000
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,,14127081200
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,,278510600
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,660,3333598000
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,,4164384300
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,,2938464900
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,,433346300
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,125,458392100
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,,1961083800
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,,945720700
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,,179920800
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,,5205715300
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,,7074502100
BBooLoGICCLMGIAALMHJKoDDHJKEENFFFooN,23,8564,,1791307600
BBBoJLooIoJLAAIoKMCCDDKMGHoEEoGHoFFo,23,8179,,955711300
ooJBBBooJKCCAAJKLoHIDDLMHIEEEMFFGGoo,23,7726,302,935272900
IJBBCCIJDDoNooKAANEEKMoNooLMFFGGLHHo,23,7338,,473463600
ooBBJoFoCCJKFAAIJKGoHIDDGoHIoLEEEooL,23,6858,,238609300
EBBIJKEoHIJKAAHoooFGCCDDFGoooLoGoooL,23,6342,,340744300
oHoBBBGHCCoKGHAAoKGDDJoKooIJEEooIFFF,23,6032,,81040100
oHoBBooHCCKoAAIoKMGoIJLMGDDJLMGEEFFF,23,5754,,64288000
BBCCoJDDoooJAAoooKGEEEoKGoHIFFGoHIoo,23,5507,,709396400
ooBBBoCCDDKoHAAJKoHEEJKoooIFFoGGIooo,23,5194,,143019600
BBooJoGCCCJoGAAoJKHoIDDKHoIEELFFFooL,23,4895,,968807200
ooJBBBCCJKDDHAAKooHIEEELoIFFoLGGoooL,23,4671,,3830616000
BBBCCooooIooAAHIooGoHIDDGEEoJoFFFoJo,23,4522,,35068000
ooGHBBooGHCCAAGooIoDDDoIoEEooIoFFFoo,23,4318,,677981600
GBBBoLGoHCCLAAHIooooHIDDoEEJKoFFFJKo,23,4147,,47492500
EBBHJoEoFHJoAAFIKoCCGIKLooGooLDDDooL,23,3915,,2859596700
oFBBIKoFGHIKAAGHJLCCGHJLEooooLEooDDo,23,3710,,189729300
EFBBBJEFoooJEAAHIKCCGHIKooGDDDoooooo,23,3567,,15513300
GBBCCCGoHIDDAAHIJKoooIJKoEEEJKooFFoo,23,3387,,396726300
GoooIoGBBoIoAAHooJCCHooJDDDEEJFFFooo,23,3243,,1619277500
GoHBBBGoHIooGAAIoooooICCDDEEoJFFFooJ,23,3057,,58822100
GBBCCoGooIDDAAHIooooHJEEFFFJoKoooooK,23,2931,,446025400
BBIooLFGIoKLFGAAKLFHoJCCoHoJooDDEEEo,23,2832,,311345500
GIoBBBGIoooLHIAAKLHCCJKLHooJDDEEFFoo,23,2721,,609110700
BBoooKCCCooKoHIAAKoHIJDDoEEJoooFFGGG,23,2608,,571031900
FBBIKoFoHIKoAAHJooCCHJoLGooooLGDDEEL,23,2456,,1499039100
HBBBCCHJDDDLoJAAoLEEoKoLIooKFFIGGGoo,23,2337,,647609000
GoHIBBGoHICCGoAAJKooooJKDDDEEKFFoooo,23,2217,256,973693800
FoGIooFoGIBBAAHooKCCHoJKDDDoJLEEEooL,23,2109,,544906000
ooHBBBCCHIKLoAAIKLDDEEKLGooJooGFFJoo,23,1996,303,972561700
BBHCCoDDHoJoGAAoJoGEEIKLoooIKLFFFIKL,23,1906,,1102415500
BBJCCoooJoDDAAJoKLoIEEKLoIFFFLGGHHoo,23,1823,,130518500
BBBooLFHJooLFHJAALCCCoKoGIooKoGIDDEE,23,1741,,262658000
oIBBBMoICCCMoAAKLNDDJKLNHoJEEEHoFFGG,23,1652,76,203982900
BBCCLooDDDLoAAJKooEEJKFFIGGKoMIHHHoM,23,1542,,115361800
BBCCJKDDDoJKAAHoJLoGHEELoGoIoooGoIFF,23,1464,,557674700
BBBGIKoCCGIKAAFooLooFDDLooFHJLEEEHJo,23,1391,,107641800
HBBKCCHIoKoLHIAAoLDDDooLooJEEEFFJGGG,23,1310,,103522700
oBBBCCDDEELMAAoKLMFFFKLNJoGGGNJoHHII,23,1224,,233179000
DBBGIoDoEGIJAAEHIJooFHoKooFHoKooFCCK,23,1154,,43687200
HJBBCCHJDDMNHAAoMNEEKFFNIoKLooIGGLoo,23,1071,,405470000
BBCCoLHooKoLHAAKoMHDDEEMIoJoFFIoJGGG,23,987,,45140000
BBBJKLooIJKLAAIooMHCCDDMHooEEEHFFoGG,23,918,,487400800
FoGHooFoGHBBFoAAIJooooIJCCDDDKEEoooK,23,845,,219235300
HBBCCNHDDooNHJKAANIJKMooIJLMEEFFLGGo,23,776,,204119300
BBCCCKDDDoJKAAIoJLEEIFFLHGGooLHooooo,23,721,,240413500
BBCCCKGHooJKGHAAJLGoIoJLooIDDDEEFFoo,23,668,,225718900
BBBHJKoooHJKAAGIJLCCGIoLFDDIoLFEEEoo,23,608,,330237300
oHoBBoGHooLoGIAALooICCLooIJKDDEEJKFF,23,553,,31612400
IBBBCCIKDDoMJKAAoMJEEFFMJooLGGHHoLoo,23,477,,36444400
HBBBCCHJoooLHJAAoLIJDDoLIooKEEFFoKGG,23,411,,75472900
GooIBBGCCIoJooHAAJooHDDDEEEFFKoooooK,23,334,,43671300
BBBoHJooGoHJAAGooKEFGCCKEFooIKDDDoIo,23,216,,150361700
oGHBBBoGHCCLAAHoJLFoDDJMFooIKMEEEIKM,23,106,,58307600
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGooKo,22,47441,301,1229454900
oBBCCoooIDDKAAIooKooIEELHFFJoLHooJGG,22,31407,,30557200
BBooKoHCCCKoHoJAALDDJooLoIEEELoIFFGG,22,26106,,441352200
BBooKooHooKMoHAALMCCIJLoGoIJDDGEEJFF,22,21756,,130773700
oHooBBoHCCoKoHAAoKDDIJoKGoIJEEGFFFoo,22,18823,,15483070100
FBBBIJFCCCIJAAGHIKooGHoKoooHDDooEEoo,22,17084,,2723348500
ooHBBBCCHoIKGAAoIKGDDoJoEEooJoFFFooo,22,15264,,2986104700
oooIooGooIBBGAAoJKoCCCJKDDHoJoEEHFFo,22,13899,,1244917300
BBCCoJDDHooJooHAAKGoHooKGooIEEGFFIoo,22,12601,,883115500
HoBBooHoCCCKAAoIJKDDDIJLEEFFJLGGoooo,22,11725,,5269840200
DBBBIJDoFHIJAAFHoooEGHCCoEGooKoooooK,22,11083,334,1092636100
ooHBBBCCHJooFAAJooFGIDDKoGIooKoGEEoK,22,10446,,488401000
BBooLoGICCLoGIAALoHJKDDMHJKEEMFFFooM,22,9896,,1569947000
GBBooKGCCoJKAAHoJKooHDDDooHIEEoFFIoo,22,9384,,259892900
BBoIJooooIJoAAooKoGCCoKoGoHDDDEEHFFo,22,8783,,494879800
ooooooooFGIJAAFGIJBBFHIJECCHooEDDooo,22,8230,,1701681500
BBIooLCCIoKLoHAAKLGHDDooGEEJFFoooJoo,22,7854,,686650700
ooGBBJooGCCJAAGoIoFDDHIoFooHooFooHEE,22,7501,,153949600
FGooooFGooIJFGAAIJBBHoIoooHCCKoDDEEK,22,7057,589,1971912300
BBBooJCCCDDJAAHooKGoHoIKGEEoIoooooFF,22,6736,,5983043900
ooIBBBCCIooKHoIAAKHDDJoKoooJEEFFGGGo,22,6498,,108102600
BBGoIoEFGoIoEFAAIoEooHoooooHCCDDDHoo,22,6183,,69571400
oFGBBKoFGHJKAAGHJLECCCoLEooIoooooIDD,22,5908,,741646500
BBCCCLHIoDDLHIAAKMEEFFKMooJoGGooJooo,22,5635,,43458300
EBBBoJEoGIoJAAGIooCCHIoooFHooooFDDDo,22,5410,,739291300
ooIoooGHIooKGHIAAKBBBJoKoCCJDDoEEFFo,22,5193,,668574200
BBCCJKDDDIJKGAAIoLGooooLGoHEEEFFHooo,22,5024,,5949146100
ooGBBBCCGoooAAGoooFDDHoIFooHoIEEoHoI,22,4812,,1015223200
HBBBCCHoDDKLHoAAKLooIEELFFIJooGGGJoo,22,4598,154,402071100
HBBCCoHDDDLoIJAALMIJEELMoooKFFGGGKoo,22,4452,,247438100
oHBBCCoHDDoKAAIooKGoIEELGFFJoLoooJoL,22,4303,,30777900
HBBCCoHDDJEEHAAJoKooIFFKooIooLGGIooL,22,4106,,29524400
BBBoJKCCCoJKAAHooLFGHooLFGIoDDooIoEE,22,3946,,1747365800
BBBJKoCCCJKLAAIoKLDDIEELHFFoooHGGooo,22,3779,,1732822200
HBBCCCHoIoDDAAIooKoEEFFKGGGJoooooJoo,22,3635,,160802400
HBBBCCHooKDDIAAKLMIoEELMFFJooNooJGGN,22,3477,,72233300
HoIJBBHoIJKoHAAoKLCCoooLDDEEELFFFGGo,22,3338,530,1549923800
IBBKCCIDDKLMAAooLMEEFFLoooJGGoooJHHH,22,3229,,547011300
EoGoooEFGBBJEFAAHJooooHoCCCoIoDDDoIo,22,3129,,615976000
oJBBLooJKoLMAAKooMCCDDDMIEEFFFIoGGHH,22,3032,154,424955200
FooIBBFooIJKGAAIJKGoCCJKGoHDDoooHEEE,22,2954,144,471703700
BBLCCNKoLDDNKAAMooEEoMFFGGHHHoIIJJoo,22,2856,197,649522700
BBBCCLDDDJKLAAoJKMIEEFFMIoGGooIHHHoo,22,2756,98,323689500
BBCCCJFGoooJFGAAIKDDHoIKooHEEEoooooo,22,2660,,273348200
BBCCKLEGooKLEGAAKMooIJoMFHIJooFHIJDD,22,2559,,559445800
oJoBBooJCCLoHJAALoHDDKLoIooKEEIFFGGo,22,2466,,593791400
BBBJoLGooJKLGoAAKMHCCoKMHoIDDMEEIFFo,22,2367,244,705666200
GBBCCCGoIDDKAAIoJKoHEEJLoHFFJLoooooL,22,2258,,23241800
oBBoLMCCDDLMHIAALMHIoKoooIJKEEFFJGGo,22,2165,,327927400
HoIBBoHoIJKoHAAJKoCCoJDDEEEFFLGGoooL,22,2079,,91227300
GooJBBGoIJooHoIAALHCCoKLHDDDKMEEEFFM,22,1990,,125446300
GooBBBGoCCCJAAoHIJDDDHIKEEFFIKoooooo,22,1910,,325757400
ooHJBBooHJKLoAAoKLCCDDKMFGIooMFGIoEE,22,1856,,996150700
HBBBCCHIDDoLHIJAALooJEELooJKFFGGGKoo,22,1797,,1233925700
FBBBooFoHJooAAHJooCCIJDDoGIEEKoGoooK,22,1720,,23535100
KBBCCCKooMDDAAoMoNEEFFoNLoGGHHLIIJJJ,22,1659,,135539200
