Code,Optimal-Steps,Tree-size,Steps,Time
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,511347900
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,34844100
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,398695900
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,360053600
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,207946700
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,19527500
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,12762000
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,106677900
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,1493930500
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,1625419000
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,40610300
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,900777000
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,736435000
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,525809200
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,501678000
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,602755000
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,59679600
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,24132800
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,81695400
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,306713400
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,192597800
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,121521800
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,2488100
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,107431800
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,292215200
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,685730600
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,227867000
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,943240700
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,1969538400
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,2169626300
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,634164000
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,29364900
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,30943300
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,128522800
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,110770700
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,143203700
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,,17122000
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,20276700
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,,46145100
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,25112700
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,15423300
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,20578000
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,8929300
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,17448000
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,303473200
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,1164220500
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,1842195600
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,263,619418500
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,89367500
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,1712624900
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,271587000
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,112840100
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,53181700
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,,698205500
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,612827600
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,319,517043600
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,104503500
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,,617811300
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,163375300
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,4563200
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,540074300
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,75224700
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,23935000
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,53314500
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,221171500
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,128916900
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,20250000
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,32296800
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,73690500
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,2262786500
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,2688609200
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,180616500
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,7158422900
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,498573500
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,62353300
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,72396000
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,1193768500
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,1513063300
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,1287264900
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,,435667500
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,457468500
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,31773900
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,637226100
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,64072400
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,57276200
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,81228400
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,191942300
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,,1627795600
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,636531200
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,32812900
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,31222600
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,,75492800
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,79181000
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,,239128200
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,159082100
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,,499037400
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,,167365800
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,,114606100
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,48570200
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,,166467300
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,,118620900
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,,22156800
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,,15719800
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,,21416400
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,,8825700
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,3521524100
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,,95645700
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,,290007600
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,,1302723600
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,,50570300
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,,24037200
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,205,465885200
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,,964173900
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,448,896777800
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,734809000
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,173,303698100
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,,38107500
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,,429741400
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,,3541131800
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,913877000
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,,395017100
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,125450800
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,,47599300
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,,293069500
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,380463400
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,,547443200
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,657248000
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,,21265000
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,,638422600
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,89718400
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,,18529200
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,,315762100
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,,1497941100
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,,4381100
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,,469829500
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,,20182200
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,,234005500
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,,59949000
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,,34354900
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,393789300
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,,224075000
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,,98664200
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,378,557670800
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,,127746600
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,,133996200
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,,9559800
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,,34762200
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,245,341195000
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,,33481200
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,,96484400
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,,7629700
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,,13531100
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,,16583681500
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,,43983600
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,2650,5971441700
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,,90464300
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,,38858100
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,,374486800
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,129,230748200
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,,683450800
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,,36411700
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,,150755000
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,,925053700
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,,4835108200
BBooLoGICCLMGIAALMHJKoDDHJKEENFFFooN,23,8564,,916150100
BBBoJLooIoJLAAIoKMCCDDKMGHoEEoGHoFFo,23,8179,,266482300
ooJBBBooJKCCAAJKLoHIDDLMHIEEEMFFGGoo,23,7726,,15004100
IJBBCCIJDDoNooKAANEEKMoNooLMFFGGLHHo,23,7338,,234259100
ooBBJoFoCCJKFAAIJKGoHIDDGoHIoLEEEooL,23,6858,,294031100
EBBIJKEoHIJKAAHoooFGCCDDFGoooLoGoooL,23,6342,,40279400
oHoBBBGHCCoKGHAAoKGDDJoKooIJEEooIFFF,23,6032,,40628100
oHoBBooHCCKoAAIoKMGoIJLMGDDJLMGEEFFF,23,5754,209,349613700
BBCCoJDDoooJAAoooKGEEEoKGoHIFFGoHIoo,23,5507,,360240600
ooBBBoCCDDKoHAAJKoHEEJKoooIFFoGGIooo,23,5194,,73054700
BBooJoGCCCJoGAAoJKHoIDDKHoIEELFFFooL,23,4895,,1677412800
ooJBBBCCJKDDHAAKooHIEEELoIFFoLGGoooL,23,4671,,818144200
BBBCCooooIooAAHIooGoHIDDGEEoJoFFFoJo,23,4522,,37726100
ooGHBBooGHCCAAGooIoDDDoIoEEooIoFFFoo,23,4318,,454680400
GBBBoLGoHCCLAAHIooooHIDDoEEJKoFFFJKo,23,4147,,23985700
EBBHJoEoFHJoAAFIKoCCGIKLooGooLDDDooL,23,3915,,336855900
oFBBIKoFGHIKAAGHJLCCGHJLEooooLEooDDo,23,3710,,38708600
EFBBBJEFoooJEAAHIKCCGHIKooGDDDoooooo,23,3567,,6661700
GBBCCCGoHIDDAAHIJKoooIJKoEEEJKooFFoo,23,3387,,297679700
GoooIoGBBoIoAAHooJCCHooJDDDEEJFFFooo,23,3243,,460344800
GoHBBBGoHIooGAAIoooooICCDDEEoJFFFooJ,23,3057,,168687300
GBBCCoGooIDDAAHIooooHJEEFFFJoKoooooK,23,2931,,229817500
BBIooLFGIoKLFGAAKLFHoJCCoHoJooDDEEEo,23,2832,,152044400
GIoBBBGIoooLHIAAKLHCCJKLHooJDDEEFFoo,23,2721,,147369000
BBoooKCCCooKoHIAAKoHIJDDoEEJoooFFGGG,23,2608,,295005200
FBBIKoFoHIKoAAHJooCCHJoLGooooLGDDEEL,23,2456,,902969200
HBBBCCHJDDDLoJAAoLEEoKoLIooKFFIGGGoo,23,2337,,327011100
GoHIBBGoHICCGoAAJKooooJKDDDEEKFFoooo,23,2217,,355463400
FoGIooFoGIBBAAHooKCCHoJKDDDoJLEEEooL,23,2109,,385553000
ooHBBBCCHIKLoAAIKLDDEEKLGooJooGFFJoo,23,1996,,171162100
BBHCCoDDHoJoGAAoJoGEEIKLoooIKLFFFIKL,23,1906,,152694500
BBJCCoooJoDDAAJoKLoIEEKLoIFFFLGGHHoo,23,1823,,179813100
BBBooLFHJooLFHJAALCCCoKoGIooKoGIDDEE,23,1741,,132591100
oIBBBMoICCCMoAAKLNDDJKLNHoJEEEHoFFGG,23,1652,,47300000
BBCCLooDDDLoAAJKooEEJKFFIGGKoMIHHHoM,23,1542,,123012500
BBCCJKDDDoJKAAHoJLoGHEELoGoIoooGoIFF,23,1464,,151052800
BBBGIKoCCGIKAAFooLooFDDLooFHJLEEEHJo,23,1391,,38828500
HBBKCCHIoKoLHIAAoLDDDooLooJEEEFFJGGG,23,1310,,51960700
oBBBCCDDEELMAAoKLMFFFKLNJoGGGNJoHHII,23,1224,,126866900
DBBGIoDoEGIJAAEHIJooFHoKooFHoKooFCCK,23,1154,,21160400
HJBBCCHJDDMNHAAoMNEEKFFNIoKLooIGGLoo,23,1071,,280279300
BBCCoLHooKoLHAAKoMHDDEEMIoJoFFIoJGGG,23,987,,8895200
BBBJKLooIJKLAAIooMHCCDDMHooEEEHFFoGG,23,918,,329053100
FoGHooFoGHBBFoAAIJooooIJCCDDDKEEoooK,23,845,,90590000
HBBCCNHDDooNHJKAANIJKMooIJLMEEFFLGGo,23,776,,105167400
BBCCCKDDDoJKAAIoJLEEIFFLHGGooLHooooo,23,721,,186227000
BBCCCKGHooJKGHAAJLGoIoJLooIDDDEEFFoo,23,668,,66260500
BBBHJKoooHJKAAGIJLCCGIoLFDDIoLFEEEoo,23,608,,172128500
oHoBBoGHooLoGIAALooICCLooIJKDDEEJKFF,23,553,,16292200
IBBBCCIKDDoMJKAAoMJEEFFMJooLGGHHoLoo,23,477,,19167500
HBBBCCHJoooLHJAAoLIJDDoLIooKEEFFoKGG,23,411,,38822300
GooIBBGCCIoJooHAAJooHDDDEEEFFKoooooK,23,334,,23103700
BBBoHJooGoHJAAGooKEFGCCKEFooIKDDDoIo,23,216,,76238500
oGHBBBoGHCCLAAHoJLFoDDJMFooIKMEEEIKM,23,106,,5118000
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGooKo,22,47441,1082,2432884400
oBBCCoooIDDKAAIooKooIEELHFFJoLHooJGG,22,31407,,14171200
BBooKoHCCCKoHoJAALDDJooLoIEEELoIFFGG,22,26106,,133010200
BBooKooHooKMoHAALMCCIJLoGoIJDDGEEJFF,22,21756,180,368163100
oHooBBoHCCoKoHAAoKDDIJoKGoIJEEGFFFoo,22,18823,1846,3615602000
FBBBIJFCCCIJAAGHIKooGHoKoooHDDooEEoo,22,17084,954,2046979600
ooHBBBCCHoIKGAAoIKGDDoJoEEooJoFFFooo,22,15264,,1936400700
oooIooGooIBBGAAoJKoCCCJKDDHoJoEEHFFo,22,13899,,484736700
BBCCoJDDHooJooHAAKGoHooKGooIEEGFFIoo,22,12601,,444592500
HoBBooHoCCCKAAoIJKDDDIJLEEFFJLGGoooo,22,11725,,2415558000
DBBBIJDoFHIJAAFHoooEGHCCoEGooKoooooK,22,11083,,520831700
ooHBBBCCHJooFAAJooFGIDDKoGIooKoGEEoK,22,10446,,203371100
BBooLoGICCLoGIAALoHJKDDMHJKEEMFFFooM,22,9896,,726378600
GBBooKGCCoJKAAHoJKooHDDDooHIEEoFFIoo,22,9384,,242571100
BBoIJooooIJoAAooKoGCCoKoGoHDDDEEHFFo,22,8783,,366085100
ooooooooFGIJAAFGIJBBFHIJECCHooEDDooo,22,8230,,1432535800
BBIooLCCIoKLoHAAKLGHDDooGEEJFFoooJoo,22,7854,,344824400
ooGBBJooGCCJAAGoIoFDDHIoFooHooFooHEE,22,7501,,239419800
FGooooFGooIJFGAAIJBBHoIoooHCCKoDDEEK,22,7057,,211438400
BBBooJCCCDDJAAHooKGoHoIKGEEoIoooooFF,22,6736,,3593488100
ooIBBBCCIooKHoIAAKHDDJoKoooJEEFFGGGo,22,6498,,55182700
BBGoIoEFGoIoEFAAIoEooHoooooHCCDDDHoo,22,6183,,26847500
oFGBBKoFGHJKAAGHJLECCCoLEooIoooooIDD,22,5908,,183255500
BBCCCLHIoDDLHIAAKMEEFFKMooJoGGooJooo,22,5635,,6800200
EBBBoJEoGIoJAAGIooCCHIoooFHooooFDDDo,22,5410,,451179300
ooIoooGHIooKGHIAAKBBBJoKoCCJDDoEEFFo,22,5193,,331733200
BBCCJKDDDIJKGAAIoLGooooLGoHEEEFFHooo,22,5024,,1588016100
ooGBBBCCGoooAAGoooFDDHoIFooHoIEEoHoI,22,4812,,327948200
HBBBCCHoDDKLHoAAKLooIEELFFIJooGGGJoo,22,4598,,62499700
HBBCCoHDDDLoIJAALMIJEELMoooKFFGGGKoo,22,4452,,124972400
oHBBCCoHDDoKAAIooKGoIEELGFFJoLoooJoL,22,4303,,15779000
HBBCCoHDDJEEHAAJoKooIFFKooIooLGGIooL,22,4106,,17198200
BBBoJKCCCoJKAAHooLFGHooLFGIoDDooIoEE,22,3946,,1018851400
BBBJKoCCCJKLAAIoKLDDIEELHFFoooHGGooo,22,3779,,1087018800
HBBCCCHoIoDDAAIooKoEEFFKGGGJoooooJoo,22,3635,,68375000
HBBBCCHooKDDIAAKLMIoEELMFFJooNooJGGN,22,3477,,132519800
HoIJBBHoIJKoHAAoKLCCoooLDDEEELFFFGGo,22,3338,,623964800
IBBKCCIDDKLMAAooLMEEFFLoooJGGoooJHHH,22,3229,,392814500
EoGoooEFGBBJEFAAHJooooHoCCCoIoDDDoIo,22,3129,,302223200
oJBBLooJKoLMAAKooMCCDDDMIEEFFFIoGGHH,22,3032,268,418558900
FooIBBFooIJKGAAIJKGoCCJKGoHDDoooHEEE,22,2954,,193621300
BBLCCNKoLDDNKAAMooEEoMFFGGHHHoIIJJoo,22,2856,312,533052300
BBBCCLDDDJKLAAoJKMIEEFFMIoGGooIHHHoo,22,2756,,247057600
BBCCCJFGoooJFGAAIKDDHoIKooHEEEoooooo,22,2660,,135818700
BBCCKLEGooKLEGAAKMooIJoMFHIJooFHIJDD,22,2559,,317144600
oJoBBooJCCLoHJAALoHDDKLoIooKEEIFFGGo,22,2466,,304010600
BBBJoLGooJKLGoAAKMHCCoKMHoIDDMEEIFFo,22,2367,,105144300
GBBCCCGoIDDKAAIoJKoHEEJLoHFFJLoooooL,22,2258,,762644600
oBBoLMCCDDLMHIAALMHIoKoooIJKEEFFJGGo,22,2165,,166933300
HoIBBoHoIJKoHAAJKoCCoJDDEEEFFLGGoooL,22,2079,,44857700
GooJBBGoIJooHoIAALHCCoKLHDDDKMEEEFFM,22,1990,,21736500
GooBBBGoCCCJAAoHIJDDDHIKEEFFIKoooooo,22,1910,,313609400
ooHJBBooHJKLoAAoKLCCDDKMFGIooMFGIoEE,22,1856,,648580500
HBBBCCHIDDoLHIJAALooJEELooJKFFGGGKoo,22,1797,621,935146500
FBBBooFoHJooAAHJooCCIJDDoGIEEKoGoooK,22,1720,,11506600
KBBCCCKooMDDAAoMoNEEFFoNLoGGHHLIIJJJ,22,1659,,149152800
BBBHoJooGHoJAAGooKCCGDDKEEEoIoFFFoIo,22,1587,,185979100
