Code,Optimal-Steps,Tree-size,Steps,Time
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,1381,1188954700
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,344288800
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,22552300
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,14726600
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,218662100
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,20495900
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,9648600
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,,7897000
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,41748800
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,,22545300
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,11342800
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,7226000
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,27423900
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,4441900
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,10174300
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,148414100
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,648,596665100
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,1021275100
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,,359946800
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,43366800
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,899273000
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,124364100
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,36752500
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,554,417980400
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,,37538600
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,402957700
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,280858800
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,43488700
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,,335059900
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,174188000
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,2276000
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,250458800
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,30489100
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,10969100
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,24314600
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,103029400
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,50238900
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,10274200
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,30940400
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,41326200
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,1728305200
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,1844304900
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,115761800
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,5632917200
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,242669000
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,29802600
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,36461100
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,680477200
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,614857100
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,364823600
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,,23486600
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,218806000
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,14148900
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,684439900
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,30123900
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,27037300
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,16031500
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,116838200
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,657,522394600
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,422983500
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,15721200
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,14578200
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,,15638600
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,37092900
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,,148850700
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,248088400
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,,244621200
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,,47663300
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,,30613000
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,11531900
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,,82971200
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,,57757800
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,,10814200
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,,7286200
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,,10248600
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,,4177100
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,1117494400
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,,35781800
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,,14799600
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,,564619700
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,,1447579000
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,,11771100
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,,161410500
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,,387212500
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,363,331976900
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,224763000
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,,83251300
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,,294705100
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,,191350900
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,,1539891300
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,444669200
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,,195061000
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,36575400
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,,16921800
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,,170437000
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,48102700
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,,189178000
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,109294200
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,,10575300
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,,295994300
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,43033800
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,,8552500
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,,204956600
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,,99725300
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,,2269600
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,,311513800
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,,16737200
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,,3465300
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,,76221700
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,146,99009900
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,84198200
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,281,182928800
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,149,119544700
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,,204678700
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,,78855500
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,,62316700
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,,4606200
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,,9930600
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,,70656900
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,,15161500
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,,58375100
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,,3750900
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,,6699900
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,,10844761700
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,,15140900
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,1930,2060952900
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,,31242100
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,,218131800
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,,129368700
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,,116365600
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,,930278800
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,1370,1104760000
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,,39461600
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,,1616119800
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,,1686137800
BBooLoGICCLMGIAALMHJKoDDHJKEENFFFooN,23,8564,,1452211800
BBBoJLooIoJLAAIoKMCCDDKMGHoEEoGHoFFo,23,8179,,303662200
ooJBBBooJKCCAAJKLoHIDDLMHIEEEMFFGGoo,23,7726,,10341400
IJBBCCIJDDoNooKAANEEKMoNooLMFFGGLHHo,23,7338,,111924200
ooBBJoFoCCJKFAAIJKGoHIDDGoHIoLEEEooL,23,6858,,275002500
EBBIJKEoHIJKAAHoooFGCCDDFGoooLoGoooL,23,6342,,16654200
oHoBBBGHCCoKGHAAoKGDDJoKooIJEEooIFFF,23,6032,,18834100
oHoBBooHCCKoAAIoKMGoIJLMGDDJLMGEEFFF,23,5754,,11737400
BBCCoJDDoooJAAoooKGEEEoKGoHIFFGoHIoo,23,5507,,169276500
ooBBBoCCDDKoHAAJKoHEEJKoooIFFoGGIooo,23,5194,,34658800
BBooJoGCCCJoGAAoJKHoIDDKHoIEELFFFooL,23,4895,,889829100
ooJBBBCCJKDDHAAKooHIEEELoIFFoLGGoooL,23,4671,,342395200
BBBCCooooIooAAHIooGoHIDDGEEoJoFFFoJo,23,4522,,24467600
ooGHBBooGHCCAAGooIoDDDoIoEEooIoFFFoo,23,4318,,110649700
GBBBoLGoHCCLAAHIooooHIDDoEEJKoFFFJKo,23,4147,,11866900
EBBHJoEoFHJoAAFIKoCCGIKLooGooLDDDooL,23,3915,429,371072900
oFBBIKoFGHIKAAGHJLCCGHJLEooooLEooDDo,23,3710,,258815700
EFBBBJEFoooJEAAHIKCCGHIKooGDDDoooooo,23,3567,,3389900
GBBCCCGoHIDDAAHIJKoooIJKoEEEJKooFFoo,23,3387,,177080400
GoooIoGBBoIoAAHooJCCHooJDDDEEJFFFooo,23,3243,473,429648600
GoHBBBGoHIooGAAIoooooICCDDEEoJFFFooJ,23,3057,147,129383700
GBBCCoGooIDDAAHIooooHJEEFFFJoKoooooK,23,2931,,116187600
BBIooLFGIoKLFGAAKLFHoJCCoHoJooDDEEEo,23,2832,,118879400
GIoBBBGIoooLHIAAKLHCCJKLHooJDDEEFFoo,23,2721,,140601500
BBoooKCCCooKoHIAAKoHIJDDoEEJoooFFGGG,23,2608,,140569200
FBBIKoFoHIKoAAHJooCCHJoLGooooLGDDEEL,23,2456,,276611000
HBBBCCHJDDDLoJAAoLEEoKoLIooKFFIGGGoo,23,2337,,153550000
GoHIBBGoHICCGoAAJKooooJKDDDEEKFFoooo,23,2217,,479646300
FoGIooFoGIBBAAHooKCCHoJKDDDoJLEEEooL,23,2109,,150287200
ooHBBBCCHIKLoAAIKLDDEEKLGooJooGFFJoo,23,1996,,166052700
BBHCCoDDHoJoGAAoJoGEEIKLoooIKLFFFIKL,23,1906,,20068700
BBJCCoooJoDDAAJoKLoIEEKLoIFFFLGGHHoo,23,1823,,38859000
BBBooLFHJooLFHJAALCCCoKoGIooKoGIDDEE,23,1741,,60724300
oIBBBMoICCCMoAAKLNDDJKLNHoJEEEHoFFGG,23,1652,84,52734300
BBCCLooDDDLoAAJKooEEJKFFIGGKoMIHHHoM,23,1542,,28486000
BBCCJKDDDoJKAAHoJLoGHEELoGoIoooGoIFF,23,1464,,140028200
BBBGIKoCCGIKAAFooLooFDDLooFHJLEEEHJo,23,1391,,21352200
HBBKCCHIoKoLHIAAoLDDDooLooJEEEFFJGGG,23,1310,,23985000
oBBBCCDDEELMAAoKLMFFFKLNJoGGGNJoHHII,23,1224,,90771100
DBBGIoDoEGIJAAEHIJooFHoKooFHoKooFCCK,23,1154,,10719000
HJBBCCHJDDMNHAAoMNEEKFFNIoKLooIGGLoo,23,1071,,7456900
BBCCoLHooKoLHAAKoMHDDEEMIoJoFFIoJGGG,23,987,,13532900
BBBJKLooIJKLAAIooMHCCDDMHooEEEHFFoGG,23,918,,83527900
FoGHooFoGHBBFoAAIJooooIJCCDDDKEEoooK,23,845,,14772700
HBBCCNHDDooNHJKAANIJKMooIJLMEEFFLGGo,23,776,,50384600
BBCCCKDDDoJKAAIoJLEEIFFLHGGooLHooooo,23,721,,94712600
BBCCCKGHooJKGHAAJLGoIoJLooIDDDEEFFoo,23,668,,41564600
BBBHJKoooHJKAAGIJLCCGIoLFDDIoLFEEEoo,23,608,66,50778700
oHoBBoGHooLoGIAALooICCLooIJKDDEEJKFF,23,553,,7983200
IBBBCCIKDDoMJKAAoMJEEFFMJooLGGHHoLoo,23,477,,8878200
HBBBCCHJoooLHJAAoLIJDDoLIooKEEFFoKGG,23,411,,18845100
GooIBBGCCIoJooHAAJooHDDDEEEFFKoooooK,23,334,,10408600
BBBoHJooGoHJAAGooKEFGCCKEFooIKDDDoIo,23,216,,36242900
oGHBBBoGHCCLAAHoJLFoDDJMFooIKMEEEIKM,23,106,,2640700
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGooKo,22,47441,,155673900
oBBCCoooIDDKAAIooKooIEELHFFJoLHooJGG,22,31407,,9536100
BBooKoHCCCKoHoJAALDDJooLoIEEELoIFFGG,22,26106,,52711000
BBooKooHooKMoHAALMCCIJLoGoIJDDGEEJFF,22,21756,78,76816400
oHooBBoHCCoKoHAAoKDDIJoKGoIJEEGFFFoo,22,18823,,3646446400
FBBBIJFCCCIJAAGHIKooGHoKoooHDDooEEoo,22,17084,,435190600
ooHBBBCCHoIKGAAoIKGDDoJoEEooJoFFFooo,22,15264,,2044439500
oooIooGooIBBGAAoJKoCCCJKDDHoJoEEHFFo,22,13899,,206254900
BBCCoJDDHooJooHAAKGoHooKGooIEEGFFIoo,22,12601,,208259700
HoBBooHoCCCKAAoIJKDDDIJLEEFFJLGGoooo,22,11725,,868652400
DBBBIJDoFHIJAAFHoooEGHCCoEGooKoooooK,22,11083,,31996600
ooHBBBCCHJooFAAJooFGIDDKoGIooKoGEEoK,22,10446,,272308100
BBooLoGICCLoGIAALoHJKDDMHJKEEMFFFooM,22,9896,,356928700
GBBooKGCCoJKAAHoJKooHDDDooHIEEoFFIoo,22,9384,,172577300
BBoIJooooIJoAAooKoGCCoKoGoHDDDEEHFFo,22,8783,260,214634100
ooooooooFGIJAAFGIJBBFHIJECCHooEDDooo,22,8230,,739652700
BBIooLCCIoKLoHAAKLGHDDooGEEJFFoooJoo,22,7854,,164864700
ooGBBJooGCCJAAGoIoFDDHIoFooHooFooHEE,22,7501,,213054600
FGooooFGooIJFGAAIJBBHoIoooHCCKoDDEEK,22,7057,,240701400
BBBooJCCCDDJAAHooKGoHoIKGEEoIoooooFF,22,6736,,420593600
ooIBBBCCIooKHoIAAKHDDJoKoooJEEFFGGGo,22,6498,,25321500
BBGoIoEFGoIoEFAAIoEooHoooooHCCDDDHoo,22,6183,,16150000
oFGBBKoFGHJKAAGHJLECCCoLEooIoooooIDD,22,5908,,173969700
BBCCCLHIoDDLHIAAKMEEFFKMooJoGGooJooo,22,5635,,47120800
EBBBoJEoGIoJAAGIooCCHIoooFHooooFDDDo,22,5410,,48538400
ooIoooGHIooKGHIAAKBBBJoKoCCJDDoEEFFo,22,5193,,161007500
BBCCJKDDDIJKGAAIoLGooooLGoHEEEFFHooo,22,5024,447,447035300
ooGBBBCCGoooAAGoooFDDHoIFooHoIEEoHoI,22,4812,,643993300
HBBBCCHoDDKLHoAAKLooIEELFFIJooGGGJoo,22,4598,,41123900
HBBCCoHDDDLoIJAALMIJEELMoooKFFGGGKoo,22,4452,,95678700
oHBBCCoHDDoKAAIooKGoIEELGFFJoLoooJoL,22,4303,,6453100
HBBCCoHDDJEEHAAJoKooIFFKooIooLGGIooL,22,4106,184,129243300
BBBoJKCCCoJKAAHooLFGHooLFGIoDDooIoEE,22,3946,,491708900
BBBJKoCCCJKLAAIoKLDDIEELHFFoooHGGooo,22,3779,,160635900
HBBCCCHoIoDDAAIooKoEEFFKGGGJoooooJoo,22,3635,,52685500
HBBBCCHooKDDIAAKLMIoEELMFFJooNooJGGN,22,3477,,66728100
HoIJBBHoIJKoHAAoKLCCoooLDDEEELFFFGGo,22,3338,,231563200
IBBKCCIDDKLMAAooLMEEFFLoooJGGoooJHHH,22,3229,,33726400
EoGoooEFGBBJEFAAHJooooHoCCCoIoDDDoIo,22,3129,,181603400
oJBBLooJKoLMAAKooMCCDDDMIEEFFFIoGGHH,22,3032,,196710700
FooIBBFooIJKGAAIJKGoCCJKGoHDDoooHEEE,22,2954,,93708900
BBLCCNKoLDDNKAAMooEEoMFFGGHHHoIIJJoo,22,2856,246,195974200
BBBCCLDDDJKLAAoJKMIEEFFMIoGGooIHHHoo,22,2756,,152272600
BBCCCJFGoooJFGAAIKDDHoIKooHEEEoooooo,22,2660,,65219600
BBCCKLEGooKLEGAAKMooIJoMFHIJooFHIJDD,22,2559,,116507300
oJoBBooJCCLoHJAALoHDDKLoIooKEEIFFGGo,22,2466,,153665900
BBBJoLGooJKLGoAAKMHCCoKMHoIDDMEEIFFo,22,2367,,18838400
GBBCCCGoIDDKAAIoJKoHEEJLoHFFJLoooooL,22,2258,,5751500
oBBoLMCCDDLMHIAALMHIoKoooIJKEEFFJGGo,22,2165,,78039200
HoIBBoHoIJKoHAAJKoCCoJDDEEEFFLGGoooL,22,2079,,21096900
GooJBBGoIJooHoIAALHCCoKLHDDDKMEEEFFM,22,1990,,31067200
GooBBBGoCCCJAAoHIJDDDHIKEEFFIKoooooo,22,1910,,172902300
ooHJBBooHJKLoAAoKLCCDDKMFGIooMFGIoEE,22,1856,,13370700
HBBBCCHIDDoLHIJAALooJEELooJKFFGGGKoo,22,1797,,308702700
FBBBooFoHJooAAHJooCCIJDDoGIEEKoGoooK,22,1720,,19701600
KBBCCCKooMDDAAoMoNEEFFoNLoGGHHLIIJJJ,22,1659,,77257400
BBBHoJooGHoJAAGooKCCGDDKEEEoIoFFFoIo,22,1587,,96500800
