Code,Optimal-Steps,Tree-size,Steps,Time
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,29,67318200
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,29,25383700
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,29,31487300
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,29,11507900
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,28,990576800
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,28,600882800
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,28,116482400
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,28,405499400
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,28,142008900
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,28,183824800
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,28,163929400
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,28,185713500
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,28,152402800
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,28,134525400
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,28,66424200
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,28,53081400
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,28,47870300
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,28,28176600
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,28,6966100
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,27,836996800
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,27,314255700
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,27,143890400
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,27,250650900
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,27,348096300
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,27,248877400
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,27,210481400
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,27,179757100
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,27,57569000
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,27,92905000
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,27,143981800
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,27,112343600
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,27,78036700
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,27,85814600
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,27,76373500
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,27,56810000
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,27,26008000
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,27,31836800
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,27,24588900
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,27,5456200
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,26,592770800
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,26,270712000
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,26,407942100
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,26,373219600
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,26,412953000
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,26,156724400
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,26,222249800
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,26,145806300
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,26,137893300
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,26,86451800
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,26,57791800
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,26,182922500
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,26,77202700
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,26,105635000
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,26,107400600
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,26,91953400
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,26,65732900
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,26,83697800
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,26,56672000
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,26,49520200
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,26,40418600
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,26,41390000
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,26,25525800
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,26,17683300
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,26,12330400
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,26,12754600
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,25,1283432800
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,25,1048470700
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,25,693783000
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,25,890637800
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,25,316567400
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,25,107471500
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,25,350120100
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,25,259022300
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,25,209417800
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,25,263767000
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,25,81357300
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,25,273586000
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,25,154040600
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,25,151977900
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,25,125613400
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,25,114627100
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,25,43083600
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,25,149467300
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,25,132195800
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,25,65105200
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,25,68807300
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,25,51344900
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,25,55807500
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,25,86438900
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,25,83933000
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,25,74394000
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,25,70290500
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,25,46425500
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,25,45281800
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,25,38668700
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,25,33298400
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,25,33535400
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,25,19660800
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,25,13249800
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,25,12854500
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,25,7281200
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,24,1694988300
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,24,720404800
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,24,442277500
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,24,390488000
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,24,598149300
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,24,345434100
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,24,120150600
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,24,487631800
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,24,490439200
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,24,237682400
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,24,174896800
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,24,231312600
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,24,379764500
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,24,336974500
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,24,314961800
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,24,309309500
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,24,194656900
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,24,217449400
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,24,159943700
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,24,135571800
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,24,189532900
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,24,160422500
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,24,47292400
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,24,168326500
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,24,60941500
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,24,32181300
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,24,115825500
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,24,128702800
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,24,41152100
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,24,54340100
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,24,37866500
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,24,53503000
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,24,73635000
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,24,39319600
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,24,47914800
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,24,47170100
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,24,50522100
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,24,69735900
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,24,35232600
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,24,35481400
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,24,20584200
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,24,23292400
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,24,25049000
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,24,18696300
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,24,12273400
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,24,12991800
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,24,5466500
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,23,2291390300
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,23,498697000
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,23,1489748700
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,23,813650400
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,23,856069400
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,23,279813200
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,23,520461900
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,23,337882700
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,23,185718100
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,23,147873800
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,23,437208000
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,23,392294800
BBooLoGICCLMGIAALMHJKoDDHJKEENFFFooN,23,8564,23,314052800
BBBoJLooIoJLAAIoKMCCDDKMGHoEEoGHoFFo,23,8179,23,213101600
ooJBBBooJKCCAAJKLoHIDDLMHIEEEMFFGGoo,23,7726,23,197876500
IJBBCCIJDDoNooKAANEEKMoNooLMFFGGLHHo,23,7338,23,297965200
ooBBJoFoCCJKFAAIJKGoHIDDGoHIoLEEEooL,23,6858,23,326557000
EBBIJKEoHIJKAAHoooFGCCDDFGoooLoGoooL,23,6342,23,32368500
oHoBBBGHCCoKGHAAoKGDDJoKooIJEEooIFFF,23,6032,23,252040100
oHoBBooHCCKoAAIoKMGoIJLMGDDJLMGEEFFF,23,5754,23,179594000
BBCCoJDDoooJAAoooKGEEEoKGoHIFFGoHIoo,23,5507,23,110202300
ooBBBoCCDDKoHAAJKoHEEJKoooIFFoGGIooo,23,5194,23,157053800
BBooJoGCCCJoGAAoJKHoIDDKHoIEELFFFooL,23,4895,23,243960900
ooJBBBCCJKDDHAAKooHIEEELoIFFoLGGoooL,23,4671,23,192733500
BBBCCooooIooAAHIooGoHIDDGEEoJoFFFoJo,23,4522,23,153839500
ooGHBBooGHCCAAGooIoDDDoIoEEooIoFFFoo,23,4318,23,138789100
GBBBoLGoHCCLAAHIooooHIDDoEEJKoFFFJKo,23,4147,23,91896000
EBBHJoEoFHJoAAFIKoCCGIKLooGooLDDDooL,23,3915,23,151497500
oFBBIKoFGHIKAAGHJLCCGHJLEooooLEooDDo,23,3710,23,92508700
EFBBBJEFoooJEAAHIKCCGHIKooGDDDoooooo,23,3567,23,101522500
GBBCCCGoHIDDAAHIJKoooIJKoEEEJKooFFoo,23,3387,23,102448600
GoooIoGBBoIoAAHooJCCHooJDDDEEJFFFooo,23,3243,23,165110600
GoHBBBGoHIooGAAIoooooICCDDEEoJFFFooJ,23,3057,23,51294700
GBBCCoGooIDDAAHIooooHJEEFFFJoKoooooK,23,2931,23,38462700
BBIooLFGIoKLFGAAKLFHoJCCoHoJooDDEEEo,23,2832,23,84266500
GIoBBBGIoooLHIAAKLHCCJKLHooJDDEEFFoo,23,2721,23,80026600
BBoooKCCCooKoHIAAKoHIJDDoEEJoooFFGGG,23,2608,23,128953900
FBBIKoFoHIKoAAHJooCCHJoLGooooLGDDEEL,23,2456,23,124115400
HBBBCCHJDDDLoJAAoLEEoKoLIooKFFIGGGoo,23,2337,23,54704500
GoHIBBGoHICCGoAAJKooooJKDDDEEKFFoooo,23,2217,23,102903600
FoGIooFoGIBBAAHooKCCHoJKDDDoJLEEEooL,23,2109,23,81982600
ooHBBBCCHIKLoAAIKLDDEEKLGooJooGFFJoo,23,1996,23,89330900
BBHCCoDDHoJoGAAoJoGEEIKLoooIKLFFFIKL,23,1906,23,69302600
BBJCCoooJoDDAAJoKLoIEEKLoIFFFLGGHHoo,23,1823,23,85588600
BBBooLFHJooLFHJAALCCCoKoGIooKoGIDDEE,23,1741,23,73362500
oIBBBMoICCCMoAAKLNDDJKLNHoJEEEHoFFGG,23,1652,23,46285700
BBCCLooDDDLoAAJKooEEJKFFIGGKoMIHHHoM,23,1542,23,72262700
BBCCJKDDDoJKAAHoJLoGHEELoGoIoooGoIFF,23,1464,23,33901900
BBBGIKoCCGIKAAFooLooFDDLooFHJLEEEHJo,23,1391,23,79090900
HBBKCCHIoKoLHIAAoLDDDooLooJEEEFFJGGG,23,1310,23,24830500
oBBBCCDDEELMAAoKLMFFFKLNJoGGGNJoHHII,23,1224,23,53411600
DBBGIoDoEGIJAAEHIJooFHoKooFHoKooFCCK,23,1154,23,24244400
HJBBCCHJDDMNHAAoMNEEKFFNIoKLooIGGLoo,23,1071,23,52338800
BBCCoLHooKoLHAAKoMHDDEEMIoJoFFIoJGGG,23,987,23,26920200
BBBJKLooIJKLAAIooMHCCDDMHooEEEHFFoGG,23,918,23,33708300
FoGHooFoGHBBFoAAIJooooIJCCDDDKEEoooK,23,845,23,23056000
HBBCCNHDDooNHJKAANIJKMooIJLMEEFFLGGo,23,776,23,21283200
BBCCCKDDDoJKAAIoJLEEIFFLHGGooLHooooo,23,721,23,25189000
BBCCCKGHooJKGHAAJLGoIoJLooIDDDEEFFoo,23,668,23,27445100
BBBHJKoooHJKAAGIJLCCGIoLFDDIoLFEEEoo,23,608,23,20236900
oHoBBoGHooLoGIAALooICCLooIJKDDEEJKFF,23,553,23,23235700
IBBBCCIKDDoMJKAAoMJEEFFMJooLGGHHoLoo,23,477,23,18381200
HBBBCCHJoooLHJAAoLIJDDoLIooKEEFFoKGG,23,411,23,14648900
GooIBBGCCIoJooHAAJooHDDDEEEFFKoooooK,23,334,23,7974600
BBBoHJooGoHJAAGooKEFGCCKEFooIKDDDoIo,23,216,23,8682100
oGHBBBoGHCCLAAHoJLFoDDJMFooIKMEEEIKM,23,106,23,3694400
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGooKo,22,47441,22,1311610100
oBBCCoooIDDKAAIooKooIEELHFFJoLHooJGG,22,31407,22,816483600
BBooKoHCCCKoHoJAALDDJooLoIEEELoIFFGG,22,26106,22,274825600
BBooKooHooKMoHAALMCCIJLoGoIJDDGEEJFF,22,21756,22,639957900
oHooBBoHCCoKoHAAoKDDIJoKGoIJEEGFFFoo,22,18823,22,686046500
FBBBIJFCCCIJAAGHIKooGHoKoooHDDooEEoo,22,17084,22,445388400
ooHBBBCCHoIKGAAoIKGDDoJoEEooJoFFFooo,22,15264,22,652253500
oooIooGooIBBGAAoJKoCCCJKDDHoJoEEHFFo,22,13899,22,534943000
BBCCoJDDHooJooHAAKGoHooKGooIEEGFFIoo,22,12601,22,345568900
HoBBooHoCCCKAAoIJKDDDIJLEEFFJLGGoooo,22,11725,22,612751700
DBBBIJDoFHIJAAFHoooEGHCCoEGooKoooooK,22,11083,22,252364900
ooHBBBCCHJooFAAJooFGIDDKoGIooKoGEEoK,22,10446,22,234784000
BBooLoGICCLoGIAALoHJKDDMHJKEEMFFFooM,22,9896,22,436905000
GBBooKGCCoJKAAHoJKooHDDDooHIEEoFFIoo,22,9384,22,475403300
BBoIJooooIJoAAooKoGCCoKoGoHDDDEEHFFo,22,8783,22,194536200
ooooooooFGIJAAFGIJBBFHIJECCHooEDDooo,22,8230,22,378764100
BBIooLCCIoKLoHAAKLGHDDooGEEJFFoooJoo,22,7854,22,282779400
ooGBBJooGCCJAAGoIoFDDHIoFooHooFooHEE,22,7501,22,190330000
FGooooFGooIJFGAAIJBBHoIoooHCCKoDDEEK,22,7057,22,331006400
BBBooJCCCDDJAAHooKGoHoIKGEEoIoooooFF,22,6736,22,290353600
ooIBBBCCIooKHoIAAKHDDJoKoooJEEFFGGGo,22,6498,22,92501200
BBGoIoEFGoIoEFAAIoEooHoooooHCCDDDHoo,22,6183,22,197899000
oFGBBKoFGHJKAAGHJLECCCoLEooIoooooIDD,22,5908,22,113643600
BBCCCLHIoDDLHIAAKMEEFFKMooJoGGooJooo,22,5635,22,142527400
EBBBoJEoGIoJAAGIooCCHIoooFHooooFDDDo,22,5410,22,75935700
ooIoooGHIooKGHIAAKBBBJoKoCCJDDoEEFFo,22,5193,22,178141300
BBCCJKDDDIJKGAAIoLGooooLGoHEEEFFHooo,22,5024,22,207494800
ooGBBBCCGoooAAGoooFDDHoIFooHoIEEoHoI,22,4812,22,175475600
HBBBCCHoDDKLHoAAKLooIEELFFIJooGGGJoo,22,4598,22,51717300
HBBCCoHDDDLoIJAALMIJEELMoooKFFGGGKoo,22,4452,22,95621100
oHBBCCoHDDoKAAIooKGoIEELGFFJoLoooJoL,22,4303,22,43457400
HBBCCoHDDJEEHAAJoKooIFFKooIooLGGIooL,22,4106,22,56326700
BBBoJKCCCoJKAAHooLFGHooLFGIoDDooIoEE,22,3946,22,144428900
BBBJKoCCCJKLAAIoKLDDIEELHFFoooHGGooo,22,3779,22,171096200
HBBCCCHoIoDDAAIooKoEEFFKGGGJoooooJoo,22,3635,22,82956000
HBBBCCHooKDDIAAKLMIoEELMFFJooNooJGGN,22,3477,22,77881800
HoIJBBHoIJKoHAAoKLCCoooLDDEEELFFFGGo,22,3338,22,136435900
IBBKCCIDDKLMAAooLMEEFFLoooJGGoooJHHH,22,3229,22,178523400
EoGoooEFGBBJEFAAHJooooHoCCCoIoDDDoIo,22,3129,22,82844900
oJBBLooJKoLMAAKooMCCDDDMIEEFFFIoGGHH,22,3032,22,143603600
FooIBBFooIJKGAAIJKGoCCJKGoHDDoooHEEE,22,2954,22,135111000
BBLCCNKoLDDNKAAMooEEoMFFGGHHHoIIJJoo,22,2856,22,144636000
BBBCCLDDDJKLAAoJKMIEEFFMIoGGooIHHHoo,22,2756,22,100085500
BBCCCJFGoooJFGAAIKDDHoIKooHEEEoooooo,22,2660,22,100643300
BBCCKLEGooKLEGAAKMooIJoMFHIJooFHIJDD,22,2559,22,75112300
oJoBBooJCCLoHJAALoHDDKLoIooKEEIFFGGo,22,2466,22,136397700
BBBJoLGooJKLGoAAKMHCCoKMHoIDDMEEIFFo,22,2367,22,107527300
GBBCCCGoIDDKAAIoJKoHEEJLoHFFJLoooooL,22,2258,22,59240600
oBBoLMCCDDLMHIAALMHIoKoooIJKEEFFJGGo,22,2165,22,59338700
HoIBBoHoIJKoHAAJKoCCoJDDEEEFFLGGoooL,22,2079,22,61056200
GooJBBGoIJooHoIAALHCCoKLHDDDKMEEEFFM,22,1990,22,59645000
