Code,Optimal-Steps,Tree-size,Steps,Time
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,4679238900
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,5542131200
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,881063800
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,,108439300
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,794571100
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,,56625700
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,109868500
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,909155000
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,337549800
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,49589500
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,773129100
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,1021153300
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,10697099600
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,555,8865403700
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,484,7203699700
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,1386680400
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,7873482300
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,94005300
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,1591542500
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,400,3194685000
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,67,717610900
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,3989743400
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,4229511200
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,5394786800
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,,489989900
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,1756873200
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,36773300
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,212,2051380500
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,2000854100
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,163098100
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,86329000
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,137999300
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,670356800
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,432695900
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,242886000
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,164560600
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,35984936200
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,8120172300
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,1125023200
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,797659600
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,2346448500
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,592059300
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,2038885100
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,850773300
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,2228124700
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,10348984700
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,143,1365807300
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,1424207500
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,142465800
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,6983664500
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,332053900
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,263359000
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,120112100
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,1026827300
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,284,3481226000
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,2473407700
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,175406100
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,193811900
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,,20640600
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,278018200
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,88,1221371400
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,1372493900
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,,715360500
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,,1650344600
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,,828334900
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,79560300
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,,937623500
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,72,741401300
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,,120568200
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,,295524300
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,,44311100
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,,189059800
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,97413451000
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,,954660900
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,,2294331600
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,276,2911655700
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,415,6053907000
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,,104207500
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,80,1068226800
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,,11756337200
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,84,1357018000
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,378279600
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,,1453636200
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,,4312341800
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,223,3870045800
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,358,4499504600
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,1434277300
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,,2848368300
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,1699383400
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,,4293010400
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,,5528684800
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,1122595400
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,,5823430300
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,2588735900
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,,212269300
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,,788548800
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,2016595100
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,65,559095500
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,,2504351400
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,90,1086704800
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,,373530300
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,,2907040800
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,,23712300
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,,75435900
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,,850307100
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,,1126244700
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,1139253300
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,70,655217500
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,,2146014700
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,,116003600
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,,691902200
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,67,745956100
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,,50729300
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,,320649300
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,,667388800
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,,164957000
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,,574768800
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,,36979300
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,,58158800
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,,28699134000
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,,445984800
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,,849116700
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,,1462422000
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,,234543500
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,,960216600
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,,792526800
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,,7761360600
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,,5307414700
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,,631476700
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,,2642470200
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,,18122561700
BBooLoGICCLMGIAALMHJKoDDHJKEENFFFooN,23,8564,190,2417191300
BBBoJLooIoJLAAIoKMCCDDKMGHoEEoGHoFFo,23,8179,269,2764432900
ooJBBBooJKCCAAJKLoHIDDLMHIEEEMFFGGoo,23,7726,,2126107200
IJBBCCIJDDoNooKAANEEKMoNooLMFFGGLHHo,23,7338,,2790823400
ooBBJoFoCCJKFAAIJKGoHIDDGoHIoLEEEooL,23,6858,,2546087600
EBBIJKEoHIJKAAHoooFGCCDDFGoooLoGoooL,23,6342,,826513500
oHoBBBGHCCoKGHAAoKGDDJoKooIJEEooIFFF,23,6032,,510251100
oHoBBooHCCKoAAIoKMGoIJLMGDDJLMGEEFFF,23,5754,,184016800
BBCCoJDDoooJAAoooKGEEEoKGoHIFFGoHIoo,23,5507,,272317400
ooBBBoCCDDKoHAAJKoHEEJKoooIFFoGGIooo,23,5194,,919851600
BBooJoGCCCJoGAAoJKHoIDDKHoIEELFFFooL,23,4895,312,3793722500
ooJBBBCCJKDDHAAKooHIEEELoIFFoLGGoooL,23,4671,,5477416900
BBBCCooooIooAAHIooGoHIDDGEEoJoFFFoJo,23,4522,,781014400
ooGHBBooGHCCAAGooIoDDDoIoEEooIoFFFoo,23,4318,,501417900
GBBBoLGoHCCLAAHIooooHIDDoEEJKoFFFJKo,23,4147,,213240600
EBBHJoEoFHJoAAFIKoCCGIKLooGooLDDDooL,23,3915,,4247897100
oFBBIKoFGHIKAAGHJLCCGHJLEooooLEooDDo,23,3710,,3114774600
EFBBBJEFoooJEAAHIKCCGHIKooGDDDoooooo,23,3567,,43584600
GBBCCCGoHIDDAAHIJKoooIJKoEEEJKooFFoo,23,3387,,2291672700
GoooIoGBBoIoAAHooJCCHooJDDDEEJFFFooo,23,3243,,3190329200
GoHBBBGoHIooGAAIoooooICCDDEEoJFFFooJ,23,3057,,111706300
GBBCCoGooIDDAAHIooooHJEEFFFJoKoooooK,23,2931,,191764500
BBIooLFGIoKLFGAAKLFHoJCCoHoJooDDEEEo,23,2832,,1718871200
GIoBBBGIoooLHIAAKLHCCJKLHooJDDEEFFoo,23,2721,88,846379400
BBoooKCCCooKoHIAAKoHIJDDoEEJoooFFGGG,23,2608,,1288860000
FBBIKoFoHIKoAAHJooCCHJoLGooooLGDDEEL,23,2456,230,2374076600
HBBBCCHJDDDLoJAAoLEEoKoLIooKFFIGGGoo,23,2337,,1176241500
GoHIBBGoHICCGoAAJKooooJKDDDEEKFFoooo,23,2217,,937249900
FoGIooFoGIBBAAHooKCCHoJKDDDoJLEEEooL,23,2109,,261830100
ooHBBBCCHIKLoAAIKLDDEEKLGooJooGFFJoo,23,1996,,564443500
BBHCCoDDHoJoGAAoJoGEEIKLoooIKLFFFIKL,23,1906,,1661258500
BBJCCoooJoDDAAJoKLoIEEKLoIFFFLGGHHoo,23,1823,,367987000
BBBooLFHJooLFHJAALCCCoKoGIooKoGIDDEE,23,1741,,1146316900
oIBBBMoICCCMoAAKLNDDJKLNHoJEEEHoFFGG,23,1652,41,490117400
BBCCLooDDDLoAAJKooEEJKFFIGGKoMIHHHoM,23,1542,116,1618163500
BBCCJKDDDoJKAAHoJLoGHEELoGoIoooGoIFF,23,1464,86,826887000
BBBGIKoCCGIKAAFooLooFDDLooFHJLEEEHJo,23,1391,,293207300
HBBKCCHIoKoLHIAAoLDDDooLooJEEEFFJGGG,23,1310,,279478600
oBBBCCDDEELMAAoKLMFFFKLNJoGGGNJoHHII,23,1224,61,570563200
DBBGIoDoEGIJAAEHIJooFHoKooFHoKooFCCK,23,1154,55,425204900
HJBBCCHJDDMNHAAoMNEEKFFNIoKLooIGGLoo,23,1071,,498733200
BBCCoLHooKoLHAAKoMHDDEEMIoJoFFIoJGGG,23,987,,124255300
BBBJKLooIJKLAAIooMHCCDDMHooEEEHFFoGG,23,918,,889913200
FoGHooFoGHBBFoAAIJooooIJCCDDDKEEoooK,23,845,151,1502693100
HBBCCNHDDooNHJKAANIJKMooIJLMEEFFLGGo,23,776,,774462000
BBCCCKDDDoJKAAIoJLEEIFFLHGGooLHooooo,23,721,,791861000
BBCCCKGHooJKGHAAJLGoIoJLooIDDDEEFFoo,23,668,49,422168200
BBBHJKoooHJKAAGIJLCCGIoLFDDIoLFEEEoo,23,608,,556671700
oHoBBoGHooLoGIAALooICCLooIJKDDEEJKFF,23,553,,357403800
IBBBCCIKDDoMJKAAoMJEEFFMJooLGGHHoLoo,23,477,,82381800
HBBBCCHJoooLHJAAoLIJDDoLIooKEEFFoKGG,23,411,,181108800
GooIBBGCCIoJooHAAJooHDDDEEEFFKoooooK,23,334,52,295576200
BBBoHJooGoHJAAGooKEFGCCKEFooIKDDDoIo,23,216,,301712100
oGHBBBoGHCCLAAHoJLFoDDJMFooIKMEEEIKM,23,106,35,206263800
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGooKo,22,47441,,1746150300
oBBCCoooIDDKAAIooKooIEELHFFJoLHooJGG,22,31407,,12641185600
BBooKoHCCCKoHoJAALDDJooLoIEEELoIFFGG,22,26106,,386129400
BBooKooHooKMoHAALMCCIJLoGoIJDDGEEJFF,22,21756,69,919408000
oHooBBoHCCoKoHAAoKDDIJoKGoIJEEGFFFoo,22,18823,,3526213200
FBBBIJFCCCIJAAGHIKooGHoKoooHDDooEEoo,22,17084,,16312713400
ooHBBBCCHoIKGAAoIKGDDoJoEEooJoFFFooo,22,15264,,7254178400
oooIooGooIBBGAAoJKoCCCJKDDHoJoEEHFFo,22,13899,,2750568900
BBCCoJDDHooJooHAAKGoHooKGooIEEGFFIoo,22,12601,,4714948800
HoBBooHoCCCKAAoIJKDDDIJLEEFFJLGGoooo,22,11725,,16932805200
DBBBIJDoFHIJAAFHoooEGHCCoEGooKoooooK,22,11083,,628948500
ooHBBBCCHJooFAAJooFGIDDKoGIooKoGEEoK,22,10446,,2103108700
BBooLoGICCLoGIAALoHJKDDMHJKEEMFFFooM,22,9896,,3779300500
GBBooKGCCoJKAAHoJKooHDDDooHIEEoFFIoo,22,9384,,434255800
BBoIJooooIJoAAooKoGCCoKoGoHDDDEEHFFo,22,8783,,5919867900
ooooooooFGIJAAFGIJBBFHIJECCHooEDDooo,22,8230,,10895750600
BBIooLCCIoKLoHAAKLGHDDooGEEJFFoooJoo,22,7854,284,3231371500
ooGBBJooGCCJAAGoIoFDDHIoFooHooFooHEE,22,7501,,564509300
FGooooFGooIJFGAAIJBBHoIoooHCCKoDDEEK,22,7057,,178276600
BBBooJCCCDDJAAHooKGoHoIKGEEoIoooooFF,22,6736,,16532705000
ooIBBBCCIooKHoIAAKHDDJoKoooJEEFFGGGo,22,6498,,582040100
BBGoIoEFGoIoEFAAIoEooHoooooHCCDDDHoo,22,6183,,159910000
oFGBBKoFGHJKAAGHJLECCCoLEooIoooooIDD,22,5908,,657539200
BBCCCLHIoDDLHIAAKMEEFFKMooJoGGooJooo,22,5635,151,1583085200
EBBBoJEoGIoJAAGIooCCHIoooFHooooFDDDo,22,5410,156,1365161100
ooIoooGHIooKGHIAAKBBBJoKoCCJDDoEEFFo,22,5193,,1557924900
BBCCJKDDDIJKGAAIoLGooooLGoHEEEFFHooo,22,5024,195,3360363100
ooGBBBCCGoooAAGoooFDDHoIFooHoIEEoHoI,22,4812,801,7469034800
HBBBCCHoDDKLHoAAKLooIEELFFIJooGGGJoo,22,4598,,336309000
HBBCCoHDDDLoIJAALMIJEELMoooKFFGGGKoo,22,4452,,626847100
oHBBCCoHDDoKAAIooKGoIEELGFFJoLoooJoL,22,4303,,28505800
HBBCCoHDDJEEHAAJoKooIFFKooIooLGGIooL,22,4106,,82832800
BBBoJKCCCoJKAAHooLFGHooLFGIoDDooIoEE,22,3946,,2318522800
BBBJKoCCCJKLAAIoKLDDIEELHFFoooHGGooo,22,3779,,3953364000
HBBCCCHoIoDDAAIooKoEEFFKGGGJoooooJoo,22,3635,,437298400
HBBBCCHooKDDIAAKLMIoEELMFFJooNooJGGN,22,3477,,909173100
HoIJBBHoIJKoHAAoKLCCoooLDDEEELFFFGGo,22,3338,,5799449800
IBBKCCIDDKLMAAooLMEEFFLoooJGGoooJHHH,22,3229,174,2255675100
EoGoooEFGBBJEFAAHJooooHoCCCoIoDDDoIo,22,3129,,1038578400
oJBBLooJKoLMAAKooMCCDDDMIEEFFFIoGGHH,22,3032,74,707135700
FooIBBFooIJKGAAIJKGoCCJKGoHDDoooHEEE,22,2954,57,808535400
BBLCCNKoLDDNKAAMooEEoMFFGGHHHoIIJJoo,22,2856,136,1422802600
BBBCCLDDDJKLAAoJKMIEEFFMIoGGooIHHHoo,22,2756,51,533077500
BBCCCJFGoooJFGAAIKDDHoIKooHEEEoooooo,22,2660,,1202154300
BBCCKLEGooKLEGAAKMooIJoMFHIJooFHIJDD,22,2559,,1784878900
oJoBBooJCCLoHJAALoHDDKLoIooKEEIFFGGo,22,2466,,805079600
BBBJoLGooJKLGoAAKMHCCoKMHoIDDMEEIFFo,22,2367,56,723205400
GBBCCCGoIDDKAAIoJKoHEEJLoHFFJLoooooL,22,2258,,656129500
oBBoLMCCDDLMHIAALMHIoKoooIJKEEFFJGGo,22,2165,,2339150700
HoIBBoHoIJKoHAAJKoCCoJDDEEEFFLGGoooL,22,2079,,740866300
GooJBBGoIJooHoIAALHCCoKLHDDDKMEEEFFM,22,1990,195,1981472600
GooBBBGoCCCJAAoHIJDDDHIKEEFFIKoooooo,22,1910,,2049894500
ooHJBBooHJKLoAAoKLCCDDKMFGIooMFGIoEE,22,1856,392,4128794800
