Code,Optimal-Steps,Tree-size,Steps,Time
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,265971900
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,976044200
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,919337500
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,1623196200
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,64185900
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,254431800
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,16764300
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,5065013900
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,2168050200
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,245147000
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,3561745300
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,3046833100
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,116505700
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,4576373900
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,1599746800
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,116441900
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,68347200
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,197871900
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,2316674000
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,579820100
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,813235500
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,92527500
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,18601399100
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,569548300
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,2921277500
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,291806000
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,323448900
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,8094849000
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,3521081600
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,1494008900
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,918146700
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,1371820600
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,3173720000
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,2827375900
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,844234700
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,43,346353000
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,155374800
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,49,397925900
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,32835100
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,609760400
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,244409100
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,29072700
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,133862100
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,445357300
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,7735548700
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,13398907200
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,589,5296591000
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,309677300
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,4020966000
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,377151600
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,1144432400
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,2471218300
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,74,491738700
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,2361039300
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,996631500
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,2353582400
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,109,688837600
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,1224458600
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,268888600
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,2792084000
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,1849310300
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,99396200
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,22895400
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,172254100
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,401846300
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,339238700
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,156870000
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,237310400
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,14704362800
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,2435163300
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,1745988400
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,4421947200
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,1333208800
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,185564100
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,2387292000
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,4191432900
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,3255550200
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,10128150300
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,137,969577500
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,342689000
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,88281800
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,3103376400
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,552145700
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,1012159400
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,76637100
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,588342200
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,245,2046773400
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,1092199400
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,87448800
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,84699800
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,65,371909900
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,300085700
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,92,1018919900
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,604083800
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,,527765600
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,,548921100
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,,1276372500
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,131175100
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,,399685200
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,70,466242800
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,,144191900
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,109,442788400
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,,20967300
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,,189117200
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,47026411500
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,,299510500
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,,2509865500
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,343,1924563900
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,,6302051700
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,,56884300
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,116,946307300
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,,8954504900
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,102,1194824100
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,1423405900
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,,637761700
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,,142925300
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,313,3459862400
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,789,6058800200
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,2044597300
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,,963180100
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,627733100
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,,1900901500
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,,3727683600
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,520952700
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,,2893607100
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,1291668100
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,,135249600
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,,285112500
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,889666000
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,,85031800
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,,965841700
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,,3905332300
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,,17271200
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,,2418981000
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,,30495800
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,,1072032200
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,,486544400
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,99,722535900
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,657506700
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,56,380840000
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,,1231059900
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,64,502823800
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,,526082000
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,40,288349000
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,,32333400
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,,202569300
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,,763680700
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,,112538600
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,,531652700
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,,24452200
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,,49270900
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,,22988055900
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,,190914800
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,,543348000
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,,687917800
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,,129426000
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,,514071000
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,,662253800
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,,3642945100
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,,1318513700
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,,373860300
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,,3021774000
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,,9434968200
BBooLoGICCLMGIAALMHJKoDDHJKEENFFFooN,23,8564,,4067699100
BBBoJLooIoJLAAIoKMCCDDKMGHoEEoGHoFFo,23,8179,,1437399100
ooJBBBooJKCCAAJKLoHIDDLMHIEEEMFFGGoo,23,7726,,1697487300
IJBBCCIJDDoNooKAANEEKMoNooLMFFGGLHHo,23,7338,,234425400
ooBBJoFoCCJKFAAIJKGoHIDDGoHIoLEEEooL,23,6858,,1601653500
EBBIJKEoHIJKAAHoooFGCCDDFGoooLoGoooL,23,6342,,297849200
oHoBBBGHCCoKGHAAoKGDDJoKooIJEEooIFFF,23,6032,,383203500
oHoBBooHCCKoAAIoKMGoIJLMGDDJLMGEEFFF,23,5754,,166749400
BBCCoJDDoooJAAoooKGEEEoKGoHIFFGoHIoo,23,5507,,926673300
ooBBBoCCDDKoHAAJKoHEEJKoooIFFoGGIooo,23,5194,,747320400
BBooJoGCCCJoGAAoJKHoIDDKHoIEELFFFooL,23,4895,180,1486533500
ooJBBBCCJKDDHAAKooHIEEELoIFFoLGGoooL,23,4671,566,4087070200
BBBCCooooIooAAHIooGoHIDDGEEoJoFFFoJo,23,4522,,53714800
ooGHBBooGHCCAAGooIoDDDoIoEEooIoFFFoo,23,4318,,1710155200
GBBBoLGoHCCLAAHIooooHIDDoEEJKoFFFJKo,23,4147,,141911800
EBBHJoEoFHJoAAFIKoCCGIKLooGooLDDDooL,23,3915,,3583417200
oFBBIKoFGHIKAAGHJLCCGHJLEooooLEooDDo,23,3710,,650709500
EFBBBJEFoooJEAAHIKCCGHIKooGDDDoooooo,23,3567,54,370615600
GBBCCCGoHIDDAAHIJKoooIJKoEEEJKooFFoo,23,3387,,1846506100
GoooIoGBBoIoAAHooJCCHooJDDDEEJFFFooo,23,3243,,2618007600
GoHBBBGoHIooGAAIoooooICCDDEEoJFFFooJ,23,3057,,93848300
GBBCCoGooIDDAAHIooooHJEEFFFJoKoooooK,23,2931,,103410700
BBIooLFGIoKLFGAAKLFHoJCCoHoJooDDEEEo,23,2832,,908293800
GIoBBBGIoooLHIAAKLHCCJKLHooJDDEEFFoo,23,2721,116,606490500
BBoooKCCCooKoHIAAKoHIJDDoEEJoooFFGGG,23,2608,,603428600
FBBIKoFoHIKoAAHJooCCHJoLGooooLGDDEEL,23,2456,,4353460100
HBBBCCHJDDDLoJAAoLEEoKoLIooKFFIGGGoo,23,2337,112,601278000
GoHIBBGoHICCGoAAJKooooJKDDDEEKFFoooo,23,2217,,661827000
FoGIooFoGIBBAAHooKCCHoJKDDDoJLEEEooL,23,2109,,318429900
ooHBBBCCHIKLoAAIKLDDEEKLGooJooGFFJoo,23,1996,,1035228000
BBHCCoDDHoJoGAAoJoGEEIKLoooIKLFFFIKL,23,1906,,980346900
BBJCCoooJoDDAAJoKLoIEEKLoIFFFLGGHHoo,23,1823,124,854631000
BBBooLFHJooLFHJAALCCCoKoGIooKoGIDDEE,23,1741,,1103042700
oIBBBMoICCCMoAAKLNDDJKLNHoJEEEHoFFGG,23,1652,110,994783600
BBCCLooDDDLoAAJKooEEJKFFIGGKoMIHHHoM,23,1542,,257846800
BBCCJKDDDoJKAAHoJLoGHEELoGoIoooGoIFF,23,1464,176,995611500
BBBGIKoCCGIKAAFooLooFDDLooFHJLEEEHJo,23,1391,,274891800
HBBKCCHIoKoLHIAAoLDDDooLooJEEEFFJGGG,23,1310,,183272600
oBBBCCDDEELMAAoKLMFFFKLNJoGGGNJoHHII,23,1224,37,305893300
DBBGIoDoEGIJAAEHIJooFHoKooFHoKooFCCK,23,1154,,64060000
HJBBCCHJDDMNHAAoMNEEKFFNIoKLooIGGLoo,23,1071,106,525486900
BBCCoLHooKoLHAAKoMHDDEEMIoJoFFIoJGGG,23,987,,76595000
BBBJKLooIJKLAAIooMHCCDDMHooEEEHFFoGG,23,918,,915429600
FoGHooFoGHBBFoAAIJooooIJCCDDDKEEoooK,23,845,,385991800
HBBCCNHDDooNHJKAANIJKMooIJLMEEFFLGGo,23,776,,231531100
BBCCCKDDDoJKAAIoJLEEIFFLHGGooLHooooo,23,721,,523430400
BBCCCKGHooJKGHAAJLGoIoJLooIDDDEEFFoo,23,668,,206006900
BBBHJKoooHJKAAGIJLCCGIoLFDDIoLFEEEoo,23,608,,392813300
oHoBBoGHooLoGIAALooICCLooIJKDDEEJKFF,23,553,,55184000
IBBBCCIKDDoMJKAAoMJEEFFMJooLGGHHoLoo,23,477,,53110500
HBBBCCHJoooLHJAAoLIJDDoLIooKEEFFoKGG,23,411,65,244430700
GooIBBGCCIoJooHAAJooHDDDEEEFFKoooooK,23,334,,59588500
BBBoHJooGoHJAAGooKEFGCCKEFooIKDDDoIo,23,216,,317861900
oGHBBBoGHCCLAAHoJLFoDDJMFooIKMEEEIKM,23,106,40,184587100
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGooKo,22,47441,,1253933900
oBBCCoooIDDKAAIooKooIEELHFFJoLHooJGG,22,31407,,4321069900
BBooKoHCCCKoHoJAALDDJooLoIEEELoIFFGG,22,26106,,123709500
BBooKooHooKMoHAALMCCIJLoGoIJDDGEEJFF,22,21756,,32548000
oHooBBoHCCoKoHAAoKDDIJoKGoIJEEGFFFoo,22,18823,,2344380000
FBBBIJFCCCIJAAGHIKooGHoKoooHDDooEEoo,22,17084,447,4205732200
ooHBBBCCHoIKGAAoIKGDDoJoEEooJoFFFooo,22,15264,,22305871700
oooIooGooIBBGAAoJKoCCCJKDDHoJoEEHFFo,22,13899,,531520600
BBCCoJDDHooJooHAAKGoHooKGooIEEGFFIoo,22,12601,,1912063800
HoBBooHoCCCKAAoIJKDDDIJLEEFFJLGGoooo,22,11725,,12368814700
DBBBIJDoFHIJAAFHoooEGHCCoEGooKoooooK,22,11083,,372140900
ooHBBBCCHJooFAAJooFGIDDKoGIooKoGEEoK,22,10446,,1721915500
BBooLoGICCLoGIAALoHJKDDMHJKEEMFFFooM,22,9896,,1592176500
GBBooKGCCoJKAAHoJKooHDDDooHIEEoFFIoo,22,9384,146,1636030700
BBoIJooooIJoAAooKoGCCoKoGoHDDDEEHFFo,22,8783,418,2781891800
ooooooooFGIJAAFGIJBBFHIJECCHooEDDooo,22,8230,,7627978200
BBIooLCCIoKLoHAAKLGHDDooGEEJFFoooJoo,22,7854,397,2223216700
ooGBBJooGCCJAAGoIoFDDHIoFooHooFooHEE,22,7501,,2009117500
FGooooFGooIJFGAAIJBBHoIoooHCCKoDDEEK,22,7057,,130823100
BBBooJCCCDDJAAHooKGoHoIKGEEoIoooooFF,22,6736,,9781235200
ooIBBBCCIooKHoIAAKHDDJoKoooJEEFFGGGo,22,6498,,518153100
BBGoIoEFGoIoEFAAIoEooHoooooHCCDDDHoo,22,6183,,93556000
oFGBBKoFGHJKAAGHJLECCCoLEooIoooooIDD,22,5908,,459494300
BBCCCLHIoDDLHIAAKMEEFFKMooJoGGooJooo,22,5635,73,548197800
EBBBoJEoGIoJAAGIooCCHIoooFHooooFDDDo,22,5410,,229512900
ooIoooGHIooKGHIAAKBBBJoKoCCJDDoEEFFo,22,5193,,792684700
BBCCJKDDDIJKGAAIoLGooooLGoHEEEFFHooo,22,5024,578,6395715400
ooGBBBCCGoooAAGoooFDDHoIFooHoIEEoHoI,22,4812,,1465366600
HBBBCCHoDDKLHoAAKLooIEELFFIJooGGGJoo,22,4598,123,685027300
HBBCCoHDDDLoIJAALMIJEELMoooKFFGGGKoo,22,4452,,130944800
oHBBCCoHDDoKAAIooKGoIEELGFFJoLoooJoL,22,4303,,51060900
HBBCCoHDDJEEHAAJoKooIFFKooIooLGGIooL,22,4106,,53760300
BBBoJKCCCoJKAAHooLFGHooLFGIoDDooIoEE,22,3946,,3022360400
BBBJKoCCCJKLAAIoKLDDIEELHFFoooHGGooo,22,3779,,4293916700
HBBCCCHoIoDDAAIooKoEEFFKGGGJoooooJoo,22,3635,,115707100
HBBBCCHooKDDIAAKLMIoEELMFFJooNooJGGN,22,3477,,157989400
HoIJBBHoIJKoHAAoKLCCoooLDDEEELFFFGGo,22,3338,,766050000
IBBKCCIDDKLMAAooLMEEFFLoooJGGoooJHHH,22,3229,,67953600
EoGoooEFGBBJEFAAHJooooHoCCCoIoDDDoIo,22,3129,,523456500
oJBBLooJKoLMAAKooMCCDDDMIEEFFFIoGGHH,22,3032,54,303670500
FooIBBFooIJKGAAIJKGoCCJKGoHDDoooHEEE,22,2954,,209945500
BBLCCNKoLDDNKAAMooEEoMFFGGHHHoIIJJoo,22,2856,185,1384385300
BBBCCLDDDJKLAAoJKMIEEFFMIoGGooIHHHoo,22,2756,72,442347900
BBCCCJFGoooJFGAAIKDDHoIKooHEEEoooooo,22,2660,,359335700
BBCCKLEGooKLEGAAKMooIJoMFHIJooFHIJDD,22,2559,,1137385000
oJoBBooJCCLoHJAALoHDDKLoIooKEEIFFGGo,22,2466,,148345300
BBBJoLGooJKLGoAAKMHCCoKMHoIDDMEEIFFo,22,2367,,267368800
GBBCCCGoIDDKAAIoJKoHEEJLoHFFJLoooooL,22,2258,,42624500
oBBoLMCCDDLMHIAALMHIoKoooIJKEEFFJGGo,22,2165,,1804344400
HoIBBoHoIJKoHAAJKoCCoJDDEEEFFLGGoooL,22,2079,,180512400
GooJBBGoIJooHoIAALHCCoKLHDDDKMEEEFFM,22,1990,365,2375745400
GooBBBGoCCCJAAoHIJDDDHIKEEFFIKoooooo,22,1910,,1625429200
ooHJBBooHJKLoAAoKLCCDDKMFGIooMFGIoEE,22,1856,157,1097800700
HBBBCCHIDDoLHIJAALooJEELooJKFFGGGKoo,22,1797,,624053000
